record_id,catalog,control_number,control_number_identifier,ldr06_record_type,ldr07_bib_level,ldr17_encoding_level,ldr18_description_form,ldr19_multipart_level,agency_040a,cataloging_lang_040b,convention_040e,date_type_008,year1_008,year2_008,place_008,lang_008,draw_axis,draw_domain,draw_year,query,has_773,has_490,has_490_traced,has_830,has_800_810_811,has_440,has_245_n_or_p,has_246,has_505,has_505_t,has_740,has_730,has_130_or_240,has_880,has_020,has_300_c,datafield_tags
lc|:6587936,lc,6587936,,a,m,1, ,,DLC,,,s,1965,    ,xx,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 082 100 245 250 260 300 336 337 338 500 504 650 700 906 955 985 991
lc|:7531640,lc,7531640,,a,m,u, ,,DLC,,,s,1965,    ,xx,heb,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 100 245 260 300 336 337 338 500 650 906 955 991
lc|:9406962,lc,9406962,,a,m,1, ,,DLC,,,s,1965,    ,cau,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 041 042 050 082 100 245 250 260 300 336 337 338 650 906 955 985 991
lc|:6611234,lc,6611234,,a,m,1, ,,DLC,,,s,1965,    ,gw,ger,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,010 015 035 040 042 050 100 245 250 260 300 336 337 338 500 504 650 740 906 955 985 991
lc|:1224140,lc,1224140,,a,m, , ,,DLC,,,s,1965,    ,nyu,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,010 035 040 050 082 100 245 260 300 336 337 338 504 505 650 906 955 991
lc|:8929523,lc,8929523,,a,m,1, ,,DLC,,,s,1965,    ,xx,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,010 035 040 050 082 100 245 260 300 336 337 338 505 650 906 955 985 991
lc|:1223817,lc,1223817,,a,m, , ,,DLC,,,s,1965,    ,nyu,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 082 100 245 250 260 300 336 337 338 504 650 906 955 991
lc|:9397609,lc,9397609,,a,m,1, ,,DLC,,,s,1965,    ,riu,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 082 100 245 260 300 336 337 338 490 504 650 906 955 985 991
lc|:9874657,lc,9874657,,a,m,1,a,,DLC,,,s,1965,    ,enk,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 015 035 040 050 082 100 245 250 260 300 336 337 338 504 650 906 955 985 991
lc|:8477455,lc,8477455,,a,m,u, ,,DLC,,,s,1965,    ,xx,spa,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 100 245 260 300 336 337 338 650 906 955 991
lc|:7064228,lc,7064228,,a,m,u, ,,DLC,,,s,1965,    ,xx,jpn,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 100 245 260 300 336 337 338 500 650 906 955 991
lc|:7530687,lc,7530687,,a,m,1, ,,DLC,,,s,1965,    ,xx,ara,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 100 245 260 300 336 337 338 490 504 650 906 955 985 991
lc|:8475557,lc,8475557,,a,m,1, ,,DLC,,,s,1965,    ,gw,ger,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 100 245 260 300 336 337 338 504 650 700 906 955 985 991
lc|:8468579,lc,8468579,,a,m,u, ,,DLC,,,s,1965,    ,xx,heb,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 051 100 245 260 300 336 337 338 500 650 710 906 952 955 984 985 991
lc|:6136794,lc,6136794,,a,m,u, ,,DLC,,,s,1965,    ,xx,heb,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,010 035 040 050 100 240 245 260 300 336 337 338 500 650 906 955 984 991
lc|:6594734,lc,6594734,,a,m,1, ,,DLC,,,s,1965,    ,is,rum,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,010 025 035 040 042 050 100 245 260 300 336 337 338 440 500 650 810 906 955 985 991 998
lc|:3165118,lc,3165118,,a,m,1, ,,DLC,,,s,1965,    ,dk,dan,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 043 050 100 245 250 260 300 336 337 338 500 650 906 955 991
lc|:10351395,lc,10351395,,a,m,u, ,,DLC,,,s,1965,    ,xx,ara,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 100 245 260 300 336 337 338 500 650 906 955 991
lc|:9403256,lc,9403256,,a,m,1, ,,DLC,,,s,1965,    ,ne,dut,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 110 245 260 300 336 337 338 650 906 955 985 991
lc|:7525087,lc,7525087,,a,m,u, ,,DLC,,,s,1965,    ,lau,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 043 050 100 245 260 300 336 337 338 504 650 906 955 985 991
lc|:8001035,lc,8001035,,a,m,1, ,,DLC,,,s,1965,    ,nyu,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 100 245 260 300 336 337 338 650 906 955 985 991
lc|:4059361,lc,4059361,,a,m,1, ,,DLC,,,s,1965,    ,is,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,010 025 035 040 050 100 245 250 260 300 336 337 338 500 650 740 906 955 991
lc|:9864555,lc,9864555,,a,m,1, ,,DLC,,,s,1965,    ,xx,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 082 100 245 260 300 336 337 338 650 655 906 955 985 991
lc|:378994,lc,378994,,a,m, ,i,,DLC,,,s,1965,    ,sa,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 043 050 082 245 260 300 336 337 338 504 650 651 700 906 955 991
lc|:7548929,lc,7548929,,a,m,1, ,,DLC,,,s,1965,    ,gw,ger,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 015 035 040 042 050 100 245 260 300 336 337 338 490 504 650 906 955 985 991
lc|:8510189,lc,8510189,,a,m,1, ,,DLC,,,r,1965,uuuu,po,por,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 043 050 100 245 260 300 336 337 338 500 504 650 906 955 985 991
lc|:6595254,lc,6595254,,a,m,u, ,,DLC,,,s,1965,    ,xx,heb,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,010 035 040 043 050 100 245 260 300 336 337 338 650 740 906 955 991
lc|:8943328,lc,8943328,,a,m,u, ,,DLC,,,s,1965,    ,fr,fre,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 100 245 260 300 336 337 338 650 906 955 991
lc|:8010103,lc,8010103,,a,m,1, ,,DLC,,,s,1965,    ,pl,yid,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 100 245 260 300 336 337 338 500 650 906 955 985 991
lc|:10341372,lc,10341372,,a,m,u, ,,DLC,,,s,1965,    ,is,heb,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,010 035 040 050 245 260 300 336 337 338 500 650 700 740 906 955 985 991
lc|:6127195,lc,6127195,,a,m,u, ,,DLC,,,s,1965,    ,xx,heb,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 110 245 260 300 336 337 338 500 650 906 955 991
lc|:6228676,lc,6228676,,a,m,1, ,,DLC,,,s,1965,    ,at,yid,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 043 050 100 245 260 300 336 337 338 500 650 906 955 985 991
lc|:7524272,lc,7524272,,a,m,u, ,,DLC,,,s,1965,    ,miu,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,010 035 040 050 100 245 260 300 336 337 338 650 906 955 991
lc|:9863078,lc,9863078,,a,m,u, ,,DLC,,,s,1965,    ,is,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 110 245 260 300 336 337 338 650 655 906 955 991
lc|:7053751,lc,7053751,,a,m,1,a,,DLC,,,s,1965,    ,is,yid,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,010 035 040 042 050 100 245 260 300 336 337 338 500 650 651 740 752 906 955 985 991
lc|:7941611,lc,7941611,,a,m,1, ,,DLC,,,s,1965,    ,is,heb,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 100 245 260 300 336 337 338 500 650 655 752 906 955 985 991
lc|:7531018,lc,7531018,,a,m,1, ,,DLC,,,s,1965,    ,is,heb,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 245 260 300 336 337 338 490 500 650 700 752 830 906 955 985 991
lc|:8943011,lc,8943011,,a,m,1, ,,DLC,,,s,1965,    ,fr,fre,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 015 035 040 042 050 100 245 260 300 336 337 338 504 650 906 955 985 991
lc|:7107906,lc,7107906,,a,m,u, ,,DLC,,,s,1965,    ,gw,ger,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 100 245 260 300 336 337 338 650 906 955 991
lc|:6158787,lc,6158787,,a,m,1, ,,DLC,,,s,1965,    ,it,ita,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 100 245 260 300 336 337 338 490 500 650 810 906 955 985 991
lc|:8979149,lc,8979149,,a,m,u, ,,DLC,,,s,1965,    ,ne,dut,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 100 245 260 300 336 337 338 650 906 955 991
lc|:6219768,lc,6219768,,a,m,u, ,,DLC,,,s,1965,    ,gw,ger,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 100 245 260 300 336 337 338 650 906 955 991
lc|:8461134,lc,8461134,,a,m,u, ,,DLC,,,s,1965,    ,pau,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 043 050 100 245 250 260 300 336 337 338 650 655 906 955 991
lc|:9398031,lc,9398031,,a,m,1, ,,DLC,,,s,1965,    ,miu,eng,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,010 035 040 042 050 082 100 245 260 300 336 337 338 504 505 650 655 906 955 985 991
lc|:9446956,lc,9446956,,a,m,1, ,,DLC,,,s,1965,    ,gw,ger,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,010 035 040 042 050 100 245 260 300 336 337 338 490 504 600 650 810 906 955 985 991
lc|:3006462,lc,3006462,,a,m, ,a,,DLC,,,s,1965,    ,be,fre,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,010 035 040 041 043 050 082 245 260 300 336 337 338 440 500 504 650 651 710 740 906 922 955 991
lc|:8008679,lc,8008679,,a,m,u, ,,DLC,,,s,1965,    ,gw,ger,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 110 245 260 300 336 337 338 650 710 830 906 955 985 991
lc|:7999319,lc,7999319,,a,m,u, ,,DLC,,,s,1965,    ,xx,heb,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 100 245 260 300 336 337 338 500 650 700 906 955 985 991
lc|:11786615,lc,11786615,,a,m, ,a,,MShNYB,,,s,1965,    ,nyu,yid,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,010 035 040 042 050 066 100 245 260 300 336 337 338 500 650 880 906 922 952 955
lc|:8936778,lc,8936778,,a,m,1, ,,DLC,,,s,1965,    ,fr,ger,subject+year,judaica,1965,"dc.subject=""Jews"" and dc.date=1965",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,010 035 040 050 082 100 245 260 300 336 337 338 490 504 650 830 906 955 985 991
dnb|DE-101:015235734,dnb,015235734,DE-101,a,s, ,c,,9001,ger,,d,1925,1937,xx,ger,subject+year,judaica,1925,SW=Judentum and JHR=1925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,016 035 040 041 042 044 082 084 090 245 246 264 336 337 338 362 363 515 530 533 591 610 650 651 655 689 751 770 776 785 850
dnb|DE-101:1398129194,dnb,1398129194,DE-101,a,a,u,c,,1140,ger,,s,2009,    ,gw,ger,subject+year,judaica,1925,SW=Judentum and JHR=1925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,016 024 035 040 041 044 082 083 100 245 300 336 337 338 506 583 630 650 773 850 856 883 927
dnb|DE-101:1389270459,dnb,1389270459,DE-101,a,a,u,c,,1140,ger,,s,2009,    ,gw,ger,subject+year,judaica,1925,SW=Judentum and JHR=1925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,016 024 035 040 041 044 082 083 100 245 300 336 337 338 506 583 650 773 850 856 883 927
dnb|DE-101:1389271153,dnb,1389271153,DE-101,a,a,u,c,,1140,ger,,s,2009,    ,gw,ger,subject+year,judaica,1925,SW=Judentum and JHR=1925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,016 024 035 040 041 044 082 083 245 300 336 337 338 506 583 630 650 773 850 856 883 927
dnb|DE-101:1389271056,dnb,1389271056,DE-101,a,a,u,c,,1140,ger,,s,2009,    ,gw,ger,subject+year,judaica,1925,SW=Judentum and JHR=1925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,016 024 035 040 041 044 082 083 100 245 300 336 337 338 506 583 650 773 850 856 883 927
dnb|DE-101:1066976538,dnb,1066976538,DE-101,a,m,u,c,,9999,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,016 024 035 040 041 044 245 264 300 336 337 338 700 710 850
dnb|DE-101:946994579,dnb,946994579,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,au,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 264 300 336 337 338 850 856 883 925
dnb|DE-101:955678714,dnb,955678714,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,it,ita,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 043 044 084 090 100 245 246 250 264 300 336 337 338 650 655 689 850 856 925
dnb|DE-101:958706492,dnb,958706492,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,eng,control,control,1995,MAT=books and JHR=1995,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,016 020 035 040 041 044 084 090 100 245 264 300 336 337 338 366 490 700 810 850 883
dnb|DE-101:95567865X,dnb,95567865X,DE-101,a,m, ,c,a,1140,ger,,s,1995,    ,lu,|||,control,control,1995,MAT=books and JHR=1995,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,016 035 040 044 084 090 245 264 300 336 337 338 362 490 500 810 925
dnb|DE-101:1106142381,dnb,1106142381,DE-101,a,m, ,c,,1130,ger,rda,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,016 020 035 040 041 044 082 090 245 264 300 336 337 338 366 490 700 850 856 883 925
dnb|DE-101:948842784,dnb,948842784,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 245 264 300 336 337 338 366 490 700 710 830 850 856 925
dnb|DE-101:956500447,dnb,956500447,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 250 264 300 336 337 338 366 490 650 689 850 856 883 925
dnb|DE-101:958596387,dnb,958596387,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,016 020 035 040 041 044 084 090 100 245 250 264 300 336 337 338 366 850 856 883
dnb|DE-101:945944500,dnb,945944500,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 264 300 336 337 338 366 490 830 850 856 925
dnb|DE-101:993668739,dnb,993668739,DE-101,a,m, ,c,b,1140,ger,,s,1995,    ,xxu,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,015 016 020 024 035 040 041 044 100 245 250 264 300 336 337 338 490 650 689 800 830 850
dnb|DE-101:122762607X,dnb,122762607X,DE-101,a,m,8,c,,1145,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,015 016 020 024 035 040 041 044 082 100 245 250 263 264 300 336 337 338 490 653 700 710 776 830 856 883 925 926
dnb|DE-101:946026742,dnb,946026742,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,015 016 035 040 041 044 084 100 245 246 300 336 337 338 502 650 655 689 850 856 883 925
dnb|DE-101:94453645X,dnb,94453645X,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 088 245 246 264 300 336 337 338 366 700 710 776 850 856 883 925
dnb|DE-101:94621994X,dnb,94621994X,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,015 016 035 040 041 044 084 100 245 246 250 300 336 337 338 500 502 655 850 883 925
dnb|DE-101:943738571,dnb,943738571,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 246 250 264 300 336 337 338 366 490 502 650 655 689 830 850 856 883 925
dnb|DE-101:946810206,dnb,946810206,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,015 016 035 040 041 044 084 100 245 246 300 336 337 338 502 650 655 689 850 856 883 925
dnb|DE-101:956177085,dnb,956177085,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 090 100 245 246 264 300 336 337 338 366 490 700 810 850 883 925
dnb|DE-101:948125489,dnb,948125489,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,pl,pol,control,control,1995,MAT=books and JHR=1995,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 043 044 084 100 245 246 250 264 300 336 337 338 490 610 648 689 830 850 883 925
dnb|DE-101:945924909,dnb,945924909,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 246 250 264 300 336 337 338 366 490 650 655 689 780 850 856 883 925
dnb|DE-101:943801990,dnb,943801990,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 246 250 264 300 336 337 338 366 490 650 655 689 830 850 856 925
dnb|DE-101:94330430X,dnb,94330430X,DE-101,a,m, ,c,b,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 246 250 264 300 336 337 338 366 490 650 689 830 850 856 925
dnb|DE-101:942828429,dnb,942828429,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 246 264 300 336 337 338 366 385 650 655 689 850 856 925
dnb|DE-101:971237042,dnb,971237042,DE-101,a,m, ,c,,1131,ger,,s,1995,    ,xr,cze,control,control,1995,MAT=books and JHR=1995,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,016 020 035 040 041 044 082 090 245 246 250 264 300 336 337 338 490 650 655 689 700 710 730 850 883 925
dnb|DE-101:946284679,dnb,946284679,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 264 300 336 337 338 366 385 650 655 689 850 856 883 925
dnb|DE-101:943385369,dnb,943385369,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 100 245 246 250 264 300 336 337 338 366 385 490 650 655 689 850 883 925
dnb|DE-101:944456863,dnb,944456863,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,015 016 020 035 040 041 043 044 084 100 245 250 264 300 336 337 338 366 385 490 650 655 689 830 850 856 925
dnb|DE-101:944137350,dnb,944137350,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 245 246 264 300 336 337 338 366 490 700 850 856 883 925
dnb|DE-101:997687827,dnb,997687827,DE-101,a,m, ,c,,1230,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,016 035 040 041 044 245 264 300 336 337 338 925
dnb|DE-101:962065595,dnb,962065595,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,016 020 035 040 041 044 084 110 245 264 300 336 337 338 366 850 856
dnb|DE-101:944357881,dnb,944357881,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 110 245 264 300 336 337 338 366 850 856 925
dnb|DE-101:946969825,dnb,946969825,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,015 016 020 024 035 040 041 043 044 084 110 245 246 264 300 336 337 338 366 490 610 648 655 689 700 810 850 856 925
dnb|DE-101:1072809621,dnb,1072809621,DE-101,a,m, ,c,,1130,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,016 035 040 041 044 245 264 300 336 337 338 925
dnb|DE-101:945688296,dnb,945688296,DE-101,a,m, ,c,,1140,ger,,s,1995,    ,sz,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 245 246 264 300 336 337 338 850 856 925
dnb|DE-101:128771532X,dnb,128771532X,DE-101,a,m,8,c,,1130,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,016 020 035 040 041 044 245 264 300 366 700 925
dnb|DE-101:945178980,dnb,945178980,DE-101,a,m, ,c,,1240,ger,,s,1995,    ,gw,ger,control,control,1995,MAT=books and JHR=1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,015 016 020 035 040 041 044 084 110 245 264 300 336 337 338 366 850 925
